ticket_id,ticket_priority,ticket_assignee_id,ticket_manager_id,ticket_assignee_dept,ticket_creation_day,ticket_completion_time
10003943,high,9,107,Manufacturing,Monday,64.4076084
10003944,medium,7,106,Commercial,Monday,139.2137021
10003945,medium,6,108,Commercial,Saturday,131.5323281
10003946,high,17,106,Commercial,Tuesday,63.71741364
10003947,medium,19,108,Commercial,Saturday,153.5266971
10003948,high,5,110,Development,Thursday,95.62620931
10003949,high,15,110,Development,Wednesday,89.19590514
10003950,low,8,106,Commercial,Tuesday,97.26366603
10003951,high,12,110,Development,Friday,81.5561514
10003952,low,9,107,Manufacturing,Wednesday,119.9771225
10003953,low,15,110,Development,Wednesday,152.6439318
10003954,high,10,107,Manufacturing,Wednesday,65.92792503
10003955,medium,15,110,Development,Sunday,75.54788387
10003956,low,18,111,Manufacturing,Thursday,147.4723106
10003957,high,12,110,Development,Sunday,100.6964696
10003958,low,19,108,Commercial,Tuesday,173.6048156
10003959,high,7,106,Commercial,Tuesday,86.67253181
10003960,high,7,106,Commercial,Saturday,118.4073424
10003961,medium,17,106,Commercial,Wednesday,134.1122729
10003962,medium,5,110,Development,Saturday,91.35162582
10003963,medium,17,106,Commercial,Saturday,146.5176937
10003964,medium,19,108,Commercial,Thursday,150.3226748
10003965,critical,19,108,Commercial,Monday,99.29086232
10003966,critical,6,108,Commercial,Wednesday,35.39427426
10003967,medium,1,103,Administrative,Tuesday,104.6548867
10003968,high,3,105,Administrative,Sunday,72.76354706
10003969,high,17,106,Commercial,Wednesday,128.6664808
10003970,low,4,112,Commercial,Thursday,150.8736325
10003971,high,9,107,Manufacturing,Thursday,86.85245699
10003972,high,8,106,Commercial,Friday,138.4167038
10003973,low,11,104,Research,Monday,142.5277832
10003974,high,1,103,Administrative,Wednesday,111.0056497
10003975,high,10,107,Manufacturing,Tuesday,70.86683495
10003976,high,8,106,Commercial,Sunday,73.70937237
10003977,medium,4,112,Commercial,Tuesday,73.64486203
10003978,medium,5,110,Development,Monday,66.12660732
10003979,high,13,112,Commercial,Friday,145.5907804
10003980,critical,5,110,Development,Wednesday,63.1538971
10003981,high,4,112,Commercial,Thursday,140.0612467
10003982,medium,18,111,Manufacturing,Sunday,77.80339497
10003983,low,11,104,Research,Sunday,103.774207
10003984,medium,19,108,Commercial,Saturday,154.485252
10003985,critical,16,108,Commercial,Thursday,39.21086046
10003986,medium,18,111,Manufacturing,Tuesday,126.2306696
10003987,low,11,104,Research,Wednesday,118.8971897
10003988,critical,15,110,Development,Tuesday,56.27331567
10003989,critical,2,107,Manufacturing,Sunday,56.94128822
10003990,critical,16,108,Commercial,Wednesday,77.32472195
10003991,high,6,108,Commercial,Tuesday,121.1685432
10003992,medium,10,107,Manufacturing,Friday,144.8751345
10003993,low,16,108,Commercial,Tuesday,99.16759363
10003994,critical,14,110,Development,Monday,34.16254974
10003995,high,14,110,Development,Thursday,101.0516312
10003996,medium,13,112,Commercial,Saturday,134.608526
10003997,medium,13,112,Commercial,Sunday,124.1992856
10003998,medium,18,111,Manufacturing,Thursday,87.33881811
10003999,low,11,104,Research,Sunday,148.3786673
10004000,critical,8,106,Commercial,Saturday,122.3049983
10004001,high,14,110,Development,Saturday,107.1969046
10004002,medium,6,108,Commercial,Thursday,151.77565
10004003,high,4,112,Commercial,Wednesday,86.79627375
10004004,medium,18,111,Manufacturing,Monday,123.0066816
10004005,critical,14,110,Development,Saturday,115.1471354
10004006,low,7,106,Commercial,Wednesday,177.1973355
10004007,medium,15,110,Development,Wednesday,80.52625022
10004008,medium,6,108,Commercial,Thursday,88.65972515
10004009,critical,6,108,Commercial,Saturday,109.8635451
10004010,low,1,103,Administrative,Monday,119.0270394
10004011,medium,1,103,Administrative,Sunday,146.3924866
10004012,medium,13,112,Commercial,Friday,144.2927183
10004013,critical,2,107,Manufacturing,Thursday,70.46013848
10004014,medium,7,106,Commercial,Tuesday,154.0884947
10004015,critical,16,108,Commercial,Saturday,59.07081603
10004016,low,15,110,Development,Saturday,163.3302889
10004017,low,9,107,Manufacturing,Monday,107.7931913
10004018,critical,5,110,Development,Sunday,21.23679287
10004019,low,4,112,Commercial,Friday,206.7411623
10004020,low,8,106,Commercial,Thursday,94.24182573
10004021,high,16,108,Commercial,Saturday,103.6599888
10004022,medium,2,107,Manufacturing,Wednesday,107.6931053
10004023,low,3,105,Administrative,Saturday,176.8529148
10004024,medium,16,108,Commercial,Monday,149.6653582
10004025,high,12,110,Development,Friday,107.8711602
10004026,critical,13,112,Commercial,Tuesday,72.59989137
10004027,medium,12,110,Development,Sunday,85.92708018
10004028,high,5,110,Development,Wednesday,113.8383009
10004029,critical,7,106,Commercial,Monday,95.4495584
10004030,low,5,110,Development,Tuesday,138.2878854
10004031,critical,1,103,Administrative,Monday,114.0442158
10004032,critical,16,108,Commercial,Wednesday,99.31971532
10004033,low,10,107,Manufacturing,Thursday,114.4082649
10004034,high,19,108,Commercial,Wednesday,134.9666122
10004035,critical,17,106,Commercial,Saturday,115.4274349
10004036,high,7,106,Commercial,Sunday,135.0183258
10004037,high,9,107,Manufacturing,Friday,97.16061621
10004038,low,13,112,Commercial,Monday,132.8275414
10004039,medium,8,106,Commercial,Friday,172.8062002
10004040,high,2,107,Manufacturing,Wednesday,96.77868422
10004041,medium,19,108,Commercial,Saturday,151.0621829
10004042,low,12,110,Development,Saturday,170.6006538
10004043,critical,9,107,Manufacturing,Monday,97.46777571
10004044,critical,13,112,Commercial,Saturday,42.3537674
10004045,low,3,105,Administrative,Monday,98.1114791
10004046,high,14,110,Development,Saturday,74.46144274
10004047,high,4,112,Commercial,Monday,86.18313706
10004048,high,1,103,Administrative,Monday,115.302289
10004049,low,7,106,Commercial,Thursday,175.5867111
10004050,critical,3,105,Administrative,Sunday,114.9519269
10004051,low,7,106,Commercial,Thursday,141.5172462
10004052,low,8,106,Commercial,Thursday,166.5653845
10004053,high,19,108,Commercial,Saturday,72.85469464
10004054,low,19,108,Commercial,Thursday,138.5706297
10004055,critical,19,108,Commercial,Monday,102.8936713
10004056,high,10,107,Manufacturing,Tuesday,65.30641716
10004057,medium,16,108,Commercial,Tuesday,86.12224619
10004058,low,6,108,Commercial,Saturday,150.1432262
10004059,medium,4,112,Commercial,Monday,160.5640615
10004060,low,15,110,Development,Saturday,148.0062507
10004061,low,18,111,Manufacturing,Tuesday,154.8124317
10004062,high,9,107,Manufacturing,Friday,158.6738247
10004063,low,2,107,Manufacturing,Saturday,153.7017836
10004064,low,1,103,Administrative,Thursday,106.1668278
10004065,critical,9,107,Manufacturing,Thursday,59.63675745
10004066,low,14,110,Development,Wednesday,143.7038733
10004067,critical,7,106,Commercial,Sunday,47.00121518
10004068,critical,6,108,Commercial,Saturday,95.61621197
10004069,medium,18,111,Manufacturing,Thursday,159.3123196
10004070,high,1,103,Administrative,Tuesday,57.88479603
10004071,critical,9,107,Manufacturing,Friday,91.430865
10004072,critical,17,106,Commercial,Friday,152.5407244
10004073,high,6,108,Commercial,Tuesday,55.56741939
10004074,low,4,112,Commercial,Friday,147.143392
10004075,critical,8,106,Commercial,Tuesday,110.8922455
10004076,critical,17,106,Commercial,Sunday,96.11478604
10004077,critical,12,110,Development,Wednesday,28.54555821
10004078,medium,1,103,Administrative,Monday,99.5161414
10004079,low,16,108,Commercial,Friday,127.3039063
10004080,critical,7,106,Commercial,Thursday,101.8794075
10004081,low,3,105,Administrative,Tuesday,170.5700883
10004082,low,4,112,Commercial,Friday,141.1919731
10004083,low,12,110,Development,Thursday,114.800505
10004084,low,14,110,Development,Thursday,94.94606499
10004085,medium,10,107,Manufacturing,Monday,122.5699337
10004086,medium,17,106,Commercial,Wednesday,153.3301184
10004087,low,18,111,Manufacturing,Saturday,120.9046708
10004088,low,13,112,Commercial,Wednesday,137.6690931
10004089,low,6,108,Commercial,Friday,197.6384472
10004090,critical,3,105,Administrative,Wednesday,56.6110228
10004091,high,17,106,Commercial,Saturday,96.43538977
10004092,critical,10,107,Manufacturing,Thursday,46.90690524
10004093,high,16,108,Commercial,Monday,78.37535646
10004094,high,7,106,Commercial,Friday,172.7579644
10004095,low,4,112,Commercial,Saturday,145.1505159
10004096,high,3,105,Administrative,Monday,112.1353468
10004097,medium,3,105,Administrative,Friday,145.6113786
10004098,high,7,106,Commercial,Wednesday,113.9478747
10004099,high,9,107,Manufacturing,Thursday,62.57241169
10004100,low,4,112,Commercial,Tuesday,167.1650864
10004101,high,12,110,Development,Monday,48.40272973
10004102,critical,12,110,Development,Saturday,56.85989762
10004103,critical,10,107,Manufacturing,Monday,35.86874721
10004104,critical,14,110,Development,Monday,44.61298287
10004105,high,12,110,Development,Tuesday,33.18703036
10004106,high,16,108,Commercial,Wednesday,132.8089358
10004107,high,17,106,Commercial,Thursday,90.06213052
10004108,critical,7,106,Commercial,Friday,139.124791
10004109,low,1,103,Administrative,Friday,215.2997981
10004110,medium,3,105,Administrative,Thursday,157.1606463
10004111,medium,3,105,Administrative,Sunday,75.40649033
10004112,low,14,110,Development,Thursday,144.1506631
10004113,critical,2,107,Manufacturing,Thursday,47.07967143
10004114,medium,10,107,Manufacturing,Tuesday,146.5072451
10004115,low,13,112,Commercial,Friday,160.2260056
10004116,medium,13,112,Commercial,Friday,143.0954754
10004117,critical,17,106,Commercial,Sunday,81.37877245
10004118,critical,19,108,Commercial,Tuesday,71.49494066
10004119,critical,17,106,Commercial,Sunday,120.7159848
10004120,critical,1,103,Administrative,Tuesday,84.99692662
10004121,critical,5,110,Development,Sunday,25.11957243
10004122,critical,16,108,Commercial,Saturday,44.30120248
10004123,low,12,110,Development,Thursday,77.03793766
10004124,low,9,107,Manufacturing,Saturday,126.5694615
10004125,high,17,106,Commercial,Sunday,60.73669023
10004126,medium,14,110,Development,Thursday,128.2120125
10004127,high,10,107,Manufacturing,Tuesday,69.07237827
10004128,medium,11,104,Research,Sunday,87.81768268
10004129,low,13,112,Commercial,Sunday,178.1379711
10004130,medium,10,107,Manufacturing,Tuesday,132.2820641
10004131,high,1,103,Administrative,Wednesday,63.66950208
10004132,medium,15,110,Development,Friday,157.5215575
10004133,high,17,106,Commercial,Friday,117.3774481
10004134,critical,1,103,Administrative,Thursday,100.5549609
10004135,medium,3,105,Administrative,Monday,102.0537408
10004136,critical,11,104,Research,Monday,62.897598
10004137,low,6,108,Commercial,Wednesday,114.261597
10004138,high,15,110,Development,Tuesday,110.1527433
10004139,medium,3,105,Administrative,Saturday,104.0593642
10004140,critical,14,110,Development,Wednesday,41.44341368
10004141,low,17,106,Commercial,Wednesday,157.5391069
10004142,low,16,108,Commercial,Friday,167.5595438
10004143,low,1,103,Administrative,Sunday,111.3095624
10004144,critical,11,104,Research,Wednesday,44.09455061
10004145,low,15,110,Development,Friday,180.9027478
10004146,high,10,107,Manufacturing,Wednesday,82.44174542
10004147,high,1,103,Administrative,Saturday,134.4461404
10004148,low,2,107,Manufacturing,Wednesday,104.2836023
10004149,low,12,110,Development,Saturday,158.5805167
10004150,high,4,112,Commercial,Saturday,131.9350904
10004151,critical,4,112,Commercial,Wednesday,35.97556518
10004152,low,15,110,Development,Friday,122.638965
10004153,low,4,112,Commercial,Sunday,119.2102247
10004154,medium,4,112,Commercial,Friday,134.4343277
10004155,high,8,106,Commercial,Sunday,108.4262899
10004156,critical,7,106,Commercial,Sunday,117.8528354
10004157,medium,8,106,Commercial,Tuesday,81.94724405
10004158,critical,18,111,Manufacturing,Friday,127.9940699
10004159,medium,17,106,Commercial,Friday,189.6215281
10004160,critical,5,110,Development,Thursday,86.75928827
10004161,high,7,106,Commercial,Saturday,122.9176786
10004162,low,13,112,Commercial,Friday,203.9520705
10004163,medium,19,108,Commercial,Saturday,154.4786115
10004164,high,10,107,Manufacturing,Saturday,79.62589595
10004165,medium,2,107,Manufacturing,Friday,163.7439357
10004166,low,10,107,Manufacturing,Wednesday,122.6302628
10004167,high,12,110,Development,Saturday,80.94524331
10004168,high,7,106,Commercial,Thursday,115.3258524
10004169,low,4,112,Commercial,Wednesday,158.5987195
10004170,medium,1,103,Administrative,Friday,110.8120739
10004171,critical,13,112,Commercial,Monday,97.30091925
10004172,low,15,110,Development,Friday,171.0272519
10004173,high,13,112,Commercial,Monday,86.40266629
10004174,medium,4,112,Commercial,Thursday,117.3790776
10004175,critical,3,105,Administrative,Friday,109.2524511
10004176,high,4,112,Commercial,Monday,83.14735747
10004177,medium,18,111,Manufacturing,Sunday,144.7867789
10004178,low,6,108,Commercial,Wednesday,110.1947751
10004179,medium,6,108,Commercial,Friday,136.0565577
10004180,medium,10,107,Manufacturing,Saturday,120.2387559
10004181,high,9,107,Manufacturing,Monday,68.25683354
10004182,medium,1,103,Administrative,Thursday,103.8126245
10004183,low,15,110,Development,Sunday,132.4040292
10004184,critical,1,103,Administrative,Tuesday,114.0726716
10004185,low,14,110,Development,Friday,156.5069752
10004186,critical,9,107,Manufacturing,Thursday,56.47912828
10004187,critical,6,108,Commercial,Wednesday,111.5888971
10004188,medium,15,110,Development,Thursday,144.3097032
10004189,medium,2,107,Manufacturing,Monday,149.7487293
10004190,high,17,106,Commercial,Tuesday,90.24530125
10004191,critical,17,106,Commercial,Saturday,71.80003518
10004192,critical,14,110,Development,Saturday,76.3236279
10004193,low,7,106,Commercial,Tuesday,147.5653208
10004194,medium,13,112,Commercial,Thursday,120.9844295
10004195,high,1,103,Administrative,Tuesday,119.6511167
10004196,medium,11,104,Research,Thursday,72.96528713
10004197,low,6,108,Commercial,Friday,133.0662032
10004198,medium,13,112,Commercial,Sunday,140.4146125
10004199,high,15,110,Development,Sunday,69.07919836
10004200,low,11,104,Research,Sunday,150.7113011
10004201,critical,7,106,Commercial,Thursday,120.3701156
10004202,medium,9,107,Manufacturing,Sunday,137.0963749
10004203,critical,5,110,Development,Tuesday,27.55461591
10004204,high,10,107,Manufacturing,Saturday,67.47351588
10004205,critical,2,107,Manufacturing,Saturday,102.2241319
10004206,medium,19,108,Commercial,Tuesday,141.4510089
10004207,low,8,106,Commercial,Thursday,155.4463037
10004208,low,14,110,Development,Saturday,87.27911316
10004209,high,10,107,Manufacturing,Saturday,123.7078498
10004210,medium,3,105,Administrative,Saturday,86.74712346
10004211,high,3,105,Administrative,Thursday,94.78619583
10004212,high,4,112,Commercial,Thursday,68.70383719
10004213,medium,10,107,Manufacturing,Monday,91.78713668
10004214,low,12,110,Development,Sunday,153.3838579
10004215,low,2,107,Manufacturing,Monday,149.0223215
10004216,low,17,106,Commercial,Thursday,119.4695784
10004217,high,15,110,Development,Saturday,64.0410404
10004218,high,16,108,Commercial,Tuesday,103.9789707
10004219,medium,15,110,Development,Thursday,63.85672237
10004220,medium,14,110,Development,Saturday,133.9856232
10004221,medium,9,107,Manufacturing,Thursday,88.47631179
10004222,medium,5,110,Development,Saturday,90.79488238
10004223,medium,12,110,Development,Wednesday,96.48133147
10004224,low,16,108,Commercial,Friday,186.4064031
10004225,high,3,105,Administrative,Sunday,87.24809794
10004226,medium,9,107,Manufacturing,Thursday,128.6273502
10004227,high,12,110,Development,Thursday,45.79685508
10004228,medium,4,112,Commercial,Monday,135.9605259
10004229,high,8,106,Commercial,Monday,87.92997466
10004230,low,19,108,Commercial,Tuesday,157.2870546
10004231,critical,18,111,Manufacturing,Sunday,67.88564446
10004232,low,13,112,Commercial,Monday,97.94218522
10004233,critical,14,110,Development,Friday,81.24923865
10004234,low,19,108,Commercial,Thursday,143.6830853
10004235,low,13,112,Commercial,Saturday,150.3814313
10004236,low,16,108,Commercial,Monday,160.1528169
10004237,critical,16,108,Commercial,Wednesday,44.67410845
10004238,low,1,103,Administrative,Saturday,121.2865754
10004239,medium,2,107,Manufacturing,Friday,116.9354471
10004240,low,8,106,Commercial,Sunday,97.20891164
10004241,low,1,103,Administrative,Tuesday,117.0214637
10004242,critical,7,106,Commercial,Sunday,121.3117157
10004243,medium,14,110,Development,Saturday,86.60565667
10004244,medium,14,110,Development,Thursday,77.62002576
10004245,critical,4,112,Commercial,Friday,73.18564528
10004246,critical,5,110,Development,Monday,65.92451315
10004247,medium,13,112,Commercial,Wednesday,117.4119637
10004248,critical,4,112,Commercial,Thursday,118.3566756
10004249,low,7,106,Commercial,Sunday,111.1049408
10004250,low,3,105,Administrative,Monday,103.6601024
10004251,medium,5,110,Development,Sunday,95.4135064
10004252,low,12,110,Development,Tuesday,121.5944723
10004253,critical,11,104,Research,Saturday,65.37558346
10004254,high,3,105,Administrative,Thursday,80.90078195
10004255,critical,2,107,Manufacturing,Saturday,54.63646571
10004256,medium,19,108,Commercial,Monday,72.61169772
10004257,low,10,107,Manufacturing,Wednesday,139.9908424
10004258,medium,8,106,Commercial,Monday,160.3930289
10004259,critical,13,112,Commercial,Monday,118.1987877
10004260,low,17,106,Commercial,Sunday,146.1095
10004261,critical,18,111,Manufacturing,Saturday,67.30008945
10004262,high,8,106,Commercial,Saturday,79.34682485
10004263,low,17,106,Commercial,Saturday,108.3073642
10004264,low,15,110,Development,Monday,139.5242355
10004265,medium,9,107,Manufacturing,Monday,99.74883836
10004266,critical,10,107,Manufacturing,Monday,48.03418103
10004267,medium,2,107,Manufacturing,Sunday,141.4099761
10004268,critical,10,107,Manufacturing,Monday,52.69747893
10004269,critical,18,111,Manufacturing,Thursday,102.0531346
10004270,high,8,106,Commercial,Wednesday,90.30597802
10004271,medium,5,110,Development,Thursday,71.04119987
10004272,medium,13,112,Commercial,Wednesday,135.1968097
10004273,low,9,107,Manufacturing,Tuesday,128.6184794
10004274,low,13,112,Commercial,Monday,161.0203296
10004275,critical,11,104,Research,Thursday,93.63009103
10004276,critical,6,108,Commercial,Thursday,71.86186749
10004277,high,11,104,Research,Saturday,67.22658374
10004278,medium,1,103,Administrative,Sunday,73.23113566
10004279,low,8,106,Commercial,Wednesday,121.5135605
10004280,medium,10,107,Manufacturing,Sunday,146.6435858
10004281,low,6,108,Commercial,Friday,132.2120974
10004282,critical,8,106,Commercial,Thursday,43.49052608
10004283,high,7,106,Commercial,Thursday,59.04327823
10004284,medium,9,107,Manufacturing,Monday,129.2316695
10004285,critical,18,111,Manufacturing,Tuesday,105.4175534
10004286,medium,3,105,Administrative,Wednesday,157.9215982
10004287,low,17,106,Commercial,Saturday,183.9548831
10004288,low,9,107,Manufacturing,Wednesday,130.2008315
10004289,medium,16,108,Commercial,Wednesday,76.83431978
10004290,critical,9,107,Manufacturing,Thursday,65.21382072
10004291,medium,15,110,Development,Sunday,113.1043113
10004292,low,17,106,Commercial,Sunday,129.3892009
10004293,low,6,108,Commercial,Friday,183.33177
10004294,high,18,111,Manufacturing,Monday,87.59345109
10004295,high,16,108,Commercial,Saturday,89.1732222
10004296,high,7,106,Commercial,Thursday,99.62522136
10004297,low,4,112,Commercial,Sunday,111.6808982
10004298,high,13,112,Commercial,Tuesday,55.14320376
10004299,high,9,107,Manufacturing,Thursday,53.1461647
10004300,high,11,104,Research,Sunday,62.24025441
10004301,low,11,104,Research,Sunday,130.4493905
10004302,medium,3,105,Administrative,Monday,109.1287441
10004303,medium,15,110,Development,Sunday,57.51154791
10004304,low,13,112,Commercial,Thursday,98.27145025
10004305,high,8,106,Commercial,Tuesday,81.52995274
10004306,medium,4,112,Commercial,Saturday,110.5473851
10004307,low,18,111,Manufacturing,Saturday,174.5800522
10004308,medium,18,111,Manufacturing,Saturday,152.3090853
10004309,critical,7,106,Commercial,Thursday,36.72681489
10004310,medium,19,108,Commercial,Wednesday,148.5731194
10004311,low,4,112,Commercial,Saturday,116.8768856
10004312,medium,15,110,Development,Saturday,147.2782654
10004313,high,11,104,Research,Monday,69.11342835
10004314,high,18,111,Manufacturing,Friday,168.4734534
10004315,critical,7,106,Commercial,Thursday,32.26402329
10004316,critical,18,111,Manufacturing,Wednesday,45.10483981
10004317,medium,2,107,Manufacturing,Saturday,147.2612609
10004318,medium,3,105,Administrative,Wednesday,105.4919892
10004319,critical,4,112,Commercial,Sunday,51.5981065
10004320,high,16,108,Commercial,Monday,74.6107769
10004321,medium,2,107,Manufacturing,Thursday,128.0804573
10004322,low,11,104,Research,Wednesday,130.4212701
10004323,high,3,105,Administrative,Monday,71.06219507
10004324,low,11,104,Research,Monday,123.5206503
10004325,high,14,110,Development,Sunday,50.52411452
10004326,medium,16,108,Commercial,Thursday,80.4480551
10004327,low,17,106,Commercial,Thursday,166.0551804
10004328,critical,7,106,Commercial,Sunday,121.7471107
10004329,low,7,106,Commercial,Thursday,144.4323299
10004330,critical,15,110,Development,Sunday,42.55263136
10004331,low,10,107,Manufacturing,Monday,120.1479366
10004332,high,2,107,Manufacturing,Monday,87.60996885
10004333,medium,5,110,Development,Saturday,112.6233434
10004334,low,12,110,Development,Saturday,155.3029785
10004335,high,8,106,Commercial,Thursday,67.47950949
10004336,high,5,110,Development,Friday,118.9571436
10004337,medium,3,105,Administrative,Thursday,140.6104995
10004338,medium,1,103,Administrative,Wednesday,154.8357208
10004339,high,5,110,Development,Monday,93.01681705
10004340,medium,15,110,Development,Monday,105.1733887
10004341,medium,3,105,Administrative,Sunday,141.2949486
10004342,medium,3,105,Administrative,Saturday,157.3978041
10004343,critical,18,111,Manufacturing,Tuesday,61.34410262
10004344,medium,11,104,Research,Thursday,94.66783591
10004345,medium,19,108,Commercial,Wednesday,147.0573589
10004346,critical,7,106,Commercial,Wednesday,112.307008
10004347,critical,17,106,Commercial,Saturday,58.98099025
10004348,high,3,105,Administrative,Thursday,140.3656898
10004349,high,6,108,Commercial,Sunday,117.5439632
10004350,medium,17,106,Commercial,Wednesday,145.6012247
10004351,medium,13,112,Commercial,Friday,126.8309059
10004352,low,5,110,Development,Friday,128.1958921
10004353,low,4,112,Commercial,Saturday,168.2942286
10004354,critical,16,108,Commercial,Saturday,120.6496664
10004355,critical,12,110,Development,Monday,63.42431395
10004356,medium,12,110,Development,Friday,159.9672979
10004357,low,11,104,Research,Sunday,95.30796456
10004358,medium,14,110,Development,Saturday,106.7508757
10004359,high,6,108,Commercial,Sunday,69.60461629
10004360,medium,9,107,Manufacturing,Thursday,118.9599472
10004361,high,18,111,Manufacturing,Monday,58.24118339
10004362,high,10,107,Manufacturing,Wednesday,53.50712427
10004363,medium,18,111,Manufacturing,Monday,129.4311874
10004364,low,11,104,Research,Monday,164.1931152
10004365,high,1,103,Administrative,Wednesday,98.99490734
10004366,critical,2,107,Manufacturing,Wednesday,104.8051846
10004367,medium,1,103,Administrative,Wednesday,122.9355038
10004368,low,12,110,Development,Thursday,124.4805209
10004369,critical,3,105,Administrative,Thursday,34.95106903
10004370,low,10,107,Manufacturing,Wednesday,151.0764644
10004371,low,4,112,Commercial,Friday,142.3193201
10004372,high,18,111,Manufacturing,Thursday,115.7741372
10004373,high,9,107,Manufacturing,Thursday,65.22896614
10004374,medium,4,112,Commercial,Monday,135.6533811
10004375,low,9,107,Manufacturing,Monday,164.8962997
10004376,high,2,107,Manufacturing,Friday,157.3203701
10004377,critical,6,108,Commercial,Thursday,67.04798942
10004378,high,16,108,Commercial,Sunday,75.23925057
10004379,critical,13,112,Commercial,Friday,147.1667027
10004380,low,14,110,Development,Tuesday,131.9051233
10004381,medium,18,111,Manufacturing,Saturday,150.7620875
10004382,low,19,108,Commercial,Saturday,172.2132425
10004383,low,8,106,Commercial,Thursday,102.9024165
10004384,critical,1,103,Administrative,Friday,142.6990792
10004385,high,11,104,Research,Thursday,86.04767304
10004386,critical,6,108,Commercial,Thursday,39.6413076
10004387,critical,13,112,Commercial,Friday,87.76113573
10004388,critical,17,106,Commercial,Friday,96.37659062
10004389,high,4,112,Commercial,Tuesday,117.5510504
10004390,high,4,112,Commercial,Saturday,110.3041601
10004391,low,4,112,Commercial,Tuesday,132.2627422
10004392,high,19,108,Commercial,Sunday,84.81024225
10004393,high,18,111,Manufacturing,Thursday,67.14755957
10004394,high,15,110,Development,Wednesday,76.15481984
10004395,low,11,104,Research,Tuesday,162.5446575
10004396,critical,15,110,Development,Tuesday,96.4301486
10004397,low,19,108,Commercial,Monday,176.3455357
10004398,critical,7,106,Commercial,Thursday,45.53332398
10004399,high,8,106,Commercial,Sunday,126.1525476
10004400,critical,15,110,Development,Thursday,49.19752341
10004401,high,4,112,Commercial,Saturday,103.7859186
10004402,high,8,106,Commercial,Tuesday,136.2347764
10004403,low,15,110,Development,Sunday,126.6239857
10004404,medium,2,107,Manufacturing,Thursday,128.5547019
10004405,critical,10,107,Manufacturing,Wednesday,107.2445225
10004406,high,17,106,Commercial,Saturday,143.331007
10004407,high,13,112,Commercial,Saturday,121.0207173
10004408,high,7,106,Commercial,Thursday,137.0666427
10004409,high,10,107,Manufacturing,Tuesday,127.4194505
10004410,low,6,108,Commercial,Tuesday,142.4837583
10004411,high,3,105,Administrative,Thursday,68.99192575
10004412,medium,4,112,Commercial,Wednesday,121.0273486
10004413,low,15,110,Development,Thursday,160.132052
10004414,high,5,110,Development,Tuesday,110.7801507
10004415,low,7,106,Commercial,Monday,163.6099805
10004416,high,18,111,Manufacturing,Saturday,135.5394681
10004417,medium,18,111,Manufacturing,Friday,189.1417686
10004418,low,9,107,Manufacturing,Friday,202.6214363
10004419,low,9,107,Manufacturing,Thursday,182.9810594
10004420,medium,6,108,Commercial,Monday,125.2835257
10004421,low,7,106,Commercial,Saturday,124.2532405
10004422,medium,10,107,Manufacturing,Tuesday,117.3500056
10004423,high,18,111,Manufacturing,Monday,99.96293179
10004424,high,7,106,Commercial,Sunday,91.89673293
10004425,high,8,106,Commercial,Monday,57.45234579
10004426,high,17,106,Commercial,Wednesday,120.1333822
10004427,medium,19,108,Commercial,Thursday,142.1204481
10004428,critical,10,107,Manufacturing,Thursday,64.14904471
10004429,high,14,110,Development,Sunday,109.5808979
10004430,medium,18,111,Manufacturing,Thursday,158.3194796
10004431,medium,3,105,Administrative,Tuesday,113.4715047
10004432,high,16,108,Commercial,Wednesday,91.84906213
10004433,high,18,111,Manufacturing,Monday,127.4654497
10004434,medium,19,108,Commercial,Saturday,154.2650171
10004435,medium,11,104,Research,Thursday,100.0911177
10004436,high,8,106,Commercial,Sunday,72.01096034
10004437,critical,3,105,Administrative,Sunday,41.75838951
10004438,medium,11,104,Research,Thursday,138.4514797
10004439,critical,12,110,Development,Sunday,69.51338988
10004440,critical,10,107,Manufacturing,Thursday,33.66540277
10004441,low,14,110,Development,Wednesday,98.81714782
10004442,high,19,108,Commercial,Friday,148.3739513
10004443,medium,2,107,Manufacturing,Saturday,83.04999898
10004444,low,11,104,Research,Saturday,187.2158716
10004445,medium,16,108,Commercial,Friday,128.3994971
10004446,low,15,110,Development,Tuesday,81.82335118
10004447,critical,11,104,Research,Saturday,51.02689307
10004448,medium,18,111,Manufacturing,Tuesday,80.44772246
10004449,low,1,103,Administrative,Sunday,100.765188
10004450,low,13,112,Commercial,Monday,116.326496
10004451,critical,1,103,Administrative,Tuesday,54.21249675
10004452,critical,4,112,Commercial,Saturday,81.71980418
10004453,low,13,112,Commercial,Wednesday,99.32627145
10004454,high,7,106,Commercial,Sunday,76.46315142
10004455,critical,14,110,Development,Friday,123.5393718
10004456,low,14,110,Development,Saturday,89.50193736
10004457,medium,17,106,Commercial,Tuesday,141.918377
10004458,low,16,108,Commercial,Wednesday,146.942965
10004459,high,2,107,Manufacturing,Sunday,66.05726302
10004460,low,5,110,Development,Tuesday,93.53198873
10004461,critical,1,103,Administrative,Friday,86.88432237
10004462,medium,4,112,Commercial,Monday,102.8092733
10004463,critical,6,108,Commercial,Wednesday,89.89067408
10004464,critical,2,107,Manufacturing,Tuesday,82.70917653
10004465,low,8,106,Commercial,Sunday,120.8875577
10004466,medium,19,108,Commercial,Saturday,133.9070406
10004467,low,11,104,Research,Wednesday,105.8698511
10004468,low,10,107,Manufacturing,Sunday,173.7433407
10004469,high,8,106,Commercial,Saturday,83.31248923
10004470,critical,2,107,Manufacturing,Wednesday,97.37660655
